amenity,amenity_category,name,geometry,icon,color
bar,Food Services,The 13th Floor,POINT (-97.7365068 30.267755),beer,green
restaurant,Food Services,Punch Bowl Social,POINT (-97.74338116386687 30.2677726677402),cutlery,green
restaurant,Food Services,Kerbey Lane Cafe,POINT (-97.7504833 30.3080182),cutlery,green
cafe,Food Services,Once Over Coffee Bar,POINT (-97.7569898 30.2448093),coffee,green
restaurant,Food Services,Dovetail Pizza and Bar,POINT (-97.7563642 30.2467905),cutlery,green
restaurant,Food Services,Caspian Grill,POINT (-97.7604651 30.4285964),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.8154229 30.2079458),coffee,green
bar,Food Services,Valhalla,POINT (-97.73686012540838 30.268051586687466),beer,green
place_of_worship,Community Services,El Buen Pastor Presbyterian Church,POINT (-97.73271610083776 30.259283394046186),institution,orange
pub,Food Services,Posse East,POINT (-97.7346937 30.291373),beer,green
restaurant,Food Services,Pitchfork Pretty,POINT (-97.71351266918161 30.253440683326385),cutlery,green
cafe,Food Services,Vegan Yacht,POINT (-97.79572616266837 30.21890215917695),coffee,green
restaurant,Food Services,Pho Dan,POINT (-97.6875611 30.382049),cutlery,green
cafe,Food Services,Mañana,POINT (-97.7497778 30.2477249),coffee,green
restaurant,Food Services,El Huarache,POINT (-97.6845711 30.4362784),cutlery,green
restaurant,Food Services,Maudie's Tex Mex,POINT (-97.77559739787812 30.28283930543232),cutlery,green
restaurant,Food Services,Beto’s,POINT (-97.8057239421471 30.20320207034881),cutlery,green
bar,Food Services,Tiki Tatsu-ya,POINT (-97.76333465755724 30.25389665521405),beer,green
restaurant,Food Services,Fujiyama,POINT (-97.7485126 30.3999414),cutlery,green
restaurant,Food Services,Típicos Hondureños,POINT (-97.74370775000001 30.19739210000001),cutlery,green
restaurant,Food Services,Péché,POINT (-97.74516980000001 30.2669638),cutlery,green
restaurant,Food Services,Casey's Snowballs,POINT (-97.7149517 30.3120522),cutlery,green
restaurant,Food Services,Truluck's,POINT (-97.7453973 30.2658847),cutlery,green
bar,Food Services,Detour,POINT (-97.7195839 30.3961623),beer,green
restaurant,Food Services,K BBQ,POINT (-97.7172883 30.3364816),cutlery,green
place_of_worship,Community Services,South Austin Community Church,POINT (-97.7201773711965 30.271425607588643),institution,orange
restaurant,Food Services,Taqueria Arandas,POINT (-97.7609112 30.2406153),cutlery,green
theatre,Recreation,The VORTEX,POINT (-97.71744530000002 30.283863850000007),film,red
place_of_worship,Community Services,Iglesia Libre Por Cristo Pentecostés,POINT (-97.70576313746038 30.367656213673133),institution,orange
restaurant,Food Services,Taverna,POINT (-97.7463264 30.2651262),cutlery,green
bar,Food Services,Barton Springs Saloon,POINT (-97.75876040539012 30.261351955513923),beer,green
restaurant,Food Services,Poke House,POINT (-97.745991 30.4062241),cutlery,green
bar,Food Services,the side bar,POINT (-97.73638790000001 30.267518649999996),beer,green
place_of_worship,Community Services,Church of Scientology Texas,POINT (-97.74217644677368 30.285263006738433),institution,orange
bar,Food Services,electric house,POINT (-97.6992 30.2517205),beer,green
place_of_worship,Community Services,St. Martin's Ev. Lutheran Church,POINT (-97.74540783994067 30.279117922068565),institution,orange
restaurant,Food Services,Taco Joint,POINT (-97.734917 30.291558),cutlery,green
restaurant,Food Services,Nasha,POINT (-97.7248744 30.2637439),cutlery,green
restaurant,Food Services,Seco2d Bar + Kitchen,POINT (-97.6656984 30.2020642),cutlery,green
restaurant,Food Services,Waffle House,POINT (-97.68808467269554 30.218476130683204),cutlery,green
cafe,Food Services,Mr. Brew Coffee,POINT (-97.7177062 30.3621042),coffee,green
restaurant,Food Services,Bento Teppanyaki,POINT (-97.7082733 30.3059317),cutlery,green
restaurant,Food Services,Baker Street Pub and Grill,POINT (-97.783148 30.2425053),cutlery,green
restaurant,Food Services,Polvo's,POINT (-97.7574567 30.245295),cutlery,green
bar,Food Services,Little Longhorn Saloon,POINT (-97.74015750000001 30.329350650000006),beer,green
restaurant,Food Services,NXNW North By Northwest,POINT (-97.7384912 30.3911344),cutlery,green
restaurant,Food Services,ZIKI,POINT (-97.752692 30.2423348),cutlery,green
restaurant,Food Services,Saffron,POINT (-97.800074 30.2736341),cutlery,green
place_of_worship,Community Services,Kingdom Hall of Jehovah's Witnesses,POINT (-97.71159082613627 30.25385023463736),institution,orange
cafe,Food Services,Fat Cats: Organic Coffee & Desserts,POINT (-97.7187526 30.3386884),coffee,green
bar,Food Services,Techo Mezcaleria & Agave Bar,POINT (-97.7188988 30.2840591),beer,green
restaurant,Food Services,Cafe Malta,POINT (-97.8303536 30.2126644),cutlery,green
events_venue,Recreation,The Ballroom @ Spiderhouse,POINT (-97.74202989201201 30.29535901730215),institution,orange
restaurant,Food Services,IHOP,POINT (-97.7814797925547 30.265146343633557),cutlery,green
restaurant,Food Services,Fresas,POINT (-97.7551015 30.2477844),cutlery,green
restaurant,Food Services,Santa Rita,POINT (-97.74429 30.306775),cutlery,green
restaurant,Food Services,Mi Tradición Panadería,POINT (-97.7194319 30.3635213),cutlery,green
restaurant,Food Services,Super China,POINT (-97.7455341 30.417508),cutlery,green
restaurant,Food Services,Polvo's,POINT (-97.7500446 30.2671399),cutlery,green
restaurant,Food Services,IHOP,POINT (-97.73737865554092 30.260953845369635),cutlery,green
restaurant,Food Services,Peace Bakery - Deli,POINT (-97.6871477 30.3818245),cutlery,green
restaurant,Food Services,Madrasdhaba,POINT (-97.72602597856512 30.2630759083143),cutlery,green
bar,Food Services,Radio Coffee and Beer,POINT (-97.7877719 30.2315416),beer,green
restaurant,Food Services,Arandinas Mexican Restaurant,POINT (-97.726533 30.240538),cutlery,green
restaurant,Food Services,Ramen Tatsu-Ya,POINT (-97.72629020293174 30.26315512288627),cutlery,green
restaurant,Food Services,Caroline,POINT (-97.7423317 30.2687274),cutlery,green
place_of_worship,Community Services,United Church of God in Christ,POINT (-97.7016715 30.2279883),institution,orange
restaurant,Food Services,Domo Alley-Gato,POINT (-97.7262769 30.2631468),cutlery,green
place_of_worship,Community Services,Anderson Mill Baptist Church,POINT (-97.80380262984576 30.456285549279873),institution,orange
place_of_worship,Community Services,The Daughters of Charity Chapel,POINT (-97.7455928 30.3056316),institution,orange
restaurant,Food Services,Mission Burger Co.,POINT (-97.7523609 30.2408637),cutlery,green
cafe,Food Services,Great Harvest Bread Co.,POINT (-97.7483653 30.3999342),coffee,green
restaurant,Food Services,Pho Please,POINT (-97.7281205 30.243124),cutlery,green
restaurant,Food Services,Biryani & Co.,POINT (-97.7461173 30.4062304),cutlery,green
restaurant,Food Services,O'daku Sushi,POINT (-97.7023163 30.4179942),cutlery,green
cafe,Food Services,Kick Butt Coffee,POINT (-97.7139215 30.3223603),coffee,green
library,Community Services,Austin Public Library - Pleasant Hill Branch,POINT (-97.77717790832389 30.1922384339719),book,orange
restaurant,Food Services,Pho Thaison Vietnamese Cuisine,POINT (-97.7329949 30.3577778),cutlery,green
bar,Food Services,Upstairs at Caroline,POINT (-97.7423563 30.268656),beer,green
restaurant,Food Services,Lucky Robot,POINT (-97.7489794 30.2508288),cutlery,green
cafe,Food Services,Barley Bean,POINT (-97.78889184686795 30.239229012873604),coffee,green
restaurant,Food Services,Modern Market,POINT (-97.8000084 30.2736867),cutlery,green
restaurant,Food Services,Double Dave's Pizza Works,POINT (-97.7910656 30.1625582),cutlery,green
restaurant,Food Services,Forthright,POINT (-97.743333 30.262245),cutlery,green
restaurant,Food Services,New Sitara Indian Cuisine,POINT (-97.674503 30.4351645),cutlery,green
restaurant,Food Services,True Texas BBQ,POINT (-97.7540926 30.2386961),cutlery,green
restaurant,Food Services,Chuy's,POINT (-97.6906032 30.3751992),cutlery,green
restaurant,Food Services,Moreno's BBQ,POINT (-97.7985416331977 30.215202854637564),cutlery,green
restaurant,Food Services,The Greek Bar,POINT (-97.7496672 30.2371474),cutlery,green
restaurant,Food Services,Mary's Cafe,POINT (-97.7266127 30.2912527),cutlery,green
cafe,Food Services,Summer Moon Coffee,POINT (-97.8005584 30.2731462),coffee,green
bar,Food Services,Toomey Tap Room,POINT (-97.7586593 30.2628248),beer,green
restaurant,Food Services,Wingzup,POINT (-97.7213966 30.3000475),cutlery,green
restaurant,Food Services,Counter Cafe,POINT (-97.7216715 30.2616958),cutlery,green
cafe,Food Services,Hui Lau Shan,POINT (-97.7187041 30.3387832),coffee,green
restaurant,Food Services,Tortilleria La Sabrocita,POINT (-97.68552604708385 30.357164005892177),cutlery,green
restaurant,Food Services,Vic & Al's,POINT (-97.7170005 30.2849284),cutlery,green
restaurant,Food Services,Roaring Fork,POINT (-97.7421993 30.2690633),cutlery,green
place_of_worship,Community Services,Bannockburn Church,POINT (-97.83170695181543 30.212537115487823),institution,orange
bar,Food Services,The Austin Eagle,POINT (-97.6668989 30.3310359),beer,green
place_of_worship,Community Services,Cristo Rey Catholic Church,POINT (-97.71998931726412 30.256273100264202),institution,orange
cafe,Food Services,Jo's Coffee,POINT (-97.74939860799036 30.251018960991974),coffee,green
bar,Food Services,Star Bar,POINT (-97.74854191272016 30.26995606631014),beer,green
place_of_worship,Community Services,Vision of Hope Church,POINT (-97.6963922793226 30.236518621355728),institution,orange
restaurant,Food Services,Nori,POINT (-97.7402960339703 30.29992168391192),cutlery,green
cafe,Food Services,SquareRüt Kava Bar,POINT (-97.7316951 30.3187661),coffee,green
restaurant,Food Services,Willie's Bar-B-Que,POINT (-97.6840754 30.2852756),cutlery,green
restaurant,Food Services,Southside Flying Pizza,POINT (-97.75288932801645 30.241070701291022),cutlery,green
restaurant,Food Services,Swim Club,POINT (-97.7347217 30.2702041),cutlery,green
bar,Food Services,Estelle's Social Lounge,POINT (-97.74501828683275 30.266829627663558),beer,green
place_of_worship,Community Services,The Church of Jesus Christ of Latter-day Saints,POINT (-97.85557666804436 30.21881952635582),institution,orange
restaurant,Food Services,Rudy's Country Store and Bar-B-Q,POINT (-97.742008 30.3074215),cutlery,green
cafe,Food Services,Fair Bean Coffee,POINT (-97.7583643 30.2439425),coffee,green
place_of_worship,Community Services,Wells Branch Community Church: Children's Ministry,POINT (-97.6846928 30.4363962),institution,orange
cafe,Food Services,Starbucks,POINT (-97.70269483127801 30.41880794535059),coffee,green
restaurant,Food Services,Red Farm,POINT (-97.745401 30.265537),cutlery,green
bar,Food Services,Hopscotch,POINT (-97.7687653 30.249264),beer,green
bar,Food Services,Austin Eastciders,POINT (-97.7612516671773 30.262111081162967),beer,green
restaurant,Food Services,Hestia,POINT (-97.7500637 30.2668723),cutlery,green
restaurant,Food Services,Ma'CoCo,POINT (-97.7267125 30.2622663),cutlery,green
restaurant,Food Services,Jim's,POINT (-97.87647482187323 30.234334948336134),cutlery,green
restaurant,Food Services,Star of India,POINT (-97.7364139 30.3598996),cutlery,green
pub,Food Services,Saxon Pub,POINT (-97.6648916 30.2023824),beer,green
cafe,Food Services,Shahi Cafe,POINT (-97.6790975 30.4071439),coffee,green
pub,Food Services,G & S Lounge,POINT (-97.760365 30.2414943),beer,green
bar,Food Services,Better Days,POINT (-97.73680454373418 30.2681460672991),beer,green
restaurant,Food Services,Patrizi's,POINT (-97.71726854524223 30.283874078754813),cutlery,green
restaurant,Food Services,Saigon On 7th,POINT (-97.712702 30.260528),cutlery,green
bar,Food Services,Vice,POINT (-97.7401125 30.2674486),beer,green
restaurant,Food Services,Pizza Press,POINT (-97.742035 30.2906805),cutlery,green
restaurant,Food Services,Dee Dee Thai,POINT (-97.7879613 30.2315463),cutlery,green
restaurant,Food Services,Broken Spoke;The Broken Spoke,POINT (-97.78520851923538 30.24087160488186),cutlery,green
restaurant,Food Services,Mi Lindo Jalisco,POINT (-97.71780917063012 30.362376232408153),cutlery,green
cafe,Food Services,Cuatro Gato,POINT (-97.745170719608 30.26622200323241),coffee,green
cafe,Food Services,Jo's Coffee,POINT (-97.7460802 30.2650419),coffee,green
restaurant,Food Services,Arpeggio Grill,POINT (-97.7151487 30.3311905),cutlery,green
restaurant,Food Services,Korean Grill,POINT (-97.6868944 30.379048),cutlery,green
restaurant,Food Services,Parlor and Yard,POINT (-97.74872936329128 30.26951491972812),cutlery,green
restaurant,Food Services,Manuel's,POINT (-97.74930352865478 30.396735783753286),cutlery,green
restaurant,Food Services,Via313,POINT (-97.72314137798695 30.26222105000472),cutlery,green
restaurant,Food Services,El Mercado,POINT (-97.7350998 30.3502257),cutlery,green
place_of_worship,Community Services,Greater Works Baptist Church,POINT (-97.67496202712796 30.278886305383708),institution,orange
restaurant,Food Services,KHON Thai Kitchen by Seeda,POINT (-97.7409207 30.333489),cutlery,green
restaurant,Food Services,Tex Mex Joe's,POINT (-97.7150753 30.3446029),cutlery,green
restaurant,Food Services,Terry Black's BBQ,POINT (-97.7548076 30.2596649),cutlery,green
restaurant,Food Services,Chi'Lantro,POINT (-97.7082369 30.3052883),cutlery,green
bar,Food Services,The Dizzy Rooster,POINT (-97.7400096 30.2674088),beer,green
restaurant,Food Services,Trudy's,POINT (-97.7276050388528 30.37061990610817),cutlery,green
bar,Food Services,Garage,POINT (-97.7442084 30.2677729),beer,green
restaurant,Food Services,Bar Chi Sushi,POINT (-97.74553 30.265297),cutlery,green
restaurant,Food Services,Yummi's Tacos,POINT (-97.7603485 30.4284769),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.74236876973285 30.233670869182728),coffee,green
cafe,Food Services,Sugar Pine,POINT (-97.7176544618064 30.361804876902553),coffee,green
restaurant,Food Services,Maki Toki,POINT (-97.707007 30.3929803),cutlery,green
restaurant,Food Services,Bikkle,POINT (-97.74144997552936 30.29705011787152),cutlery,green
place_of_worship,Community Services,Trinity Lutheran Church,POINT (-97.7404766 30.3145527),institution,orange
restaurant,Food Services,TraphouseATX,POINT (-97.745165 30.266118),cutlery,green
bar,Food Services,House Wine,POINT (-97.7588905494308 30.26191516923451),beer,green
cafe,Food Services,Hot L Coffee,POINT (-97.7587291 30.2621453),coffee,green
restaurant,Food Services,Placita's,POINT (-97.7451635 30.1945886),cutlery,green
place_of_worship,Community Services,Friends Meeting of Austin,POINT (-97.69482579725955 30.283564094394237),institution,orange
restaurant,Food Services,Pho Hanoi,POINT (-97.6851213 30.3822023),cutlery,green
restaurant,Food Services,Rice Bowl Cafe,POINT (-97.6885482 30.3825064),cutlery,green
pub,Food Services,Gibson Street Bar,POINT (-97.76188101452738 30.255002456938794),beer,green
restaurant,Food Services,Old Pecan Street Cafe,POINT (-97.7399087 30.2673807),cutlery,green
restaurant,Food Services,Buddy's Mexican Grill,POINT (-97.6764787 30.3465411),cutlery,green
bar,Food Services,Larry's Lone Star Bar,POINT (-97.92334791906963 30.492192756804982),beer,green
restaurant,Food Services,Freddo ATX,POINT (-97.75364220248734 30.23921280272967),cutlery,green
restaurant,Food Services,1914 Noodles & More,POINT (-97.74233475747162 30.282630945374095),cutlery,green
place_of_worship,Community Services,Greater Mt. Zion Baptist Church,POINT (-97.67192596189226 30.280813288475493),institution,orange
restaurant,Food Services,Jad Mediterranean Halal Grill,POINT (-97.72594957091404 30.26297949266884),cutlery,green
cafe,Food Services,The Coffehouse at Caroline,POINT (-97.7421935 30.2687874),coffee,green
pub,Food Services,Bouldin Acres,POINT (-97.7049743687676 30.391270372356015),beer,green
bar,Food Services,Barracuda,POINT (-97.7363312 30.2671404),beer,green
restaurant,Food Services,Rounders Pizza,POINT (-97.92336 30.492191),cutlery,green
place_of_worship,Community Services,Beacon Ridge Baptist Church,POINT (-97.79587668690189 30.18042203983421),institution,orange
bar,Food Services,Drinks Lounge,POINT (-97.723294960544 30.256438337356773),beer,green
restaurant,Food Services,888 Pan Asian Restaurant,POINT (-97.7299369 30.2297317),cutlery,green
restaurant,Food Services,ALC Steaks,POINT (-97.750896 30.2775925),cutlery,green
restaurant,Food Services,Casa de Luz East,POINT (-97.7201984 30.2796688),cutlery,green
restaurant,Food Services,Halal Wings,POINT (-97.7075266 30.3065302),cutlery,green
restaurant,Food Services,Bill Miller Bar-BQ,POINT (-97.7899105 30.1676447),cutlery,green
restaurant,Food Services,Thanh Nhi Kitchen,POINT (-97.6986 30.3612122),cutlery,green
place_of_worship,Community Services,Saint Catherine of Siena Catholic Church,POINT (-97.84955721735962 30.218212913141762),institution,orange
restaurant,Food Services,Casa Colombia,POINT (-97.7148283 30.2608046),cutlery,green
restaurant,Food Services,House Park Bar-B-Que,POINT (-97.750411 30.2767346),cutlery,green
restaurant,Food Services,El Pollo Rico,POINT (-97.7341477 30.2305534),cutlery,green
restaurant,Food Services,Mian & Bao,POINT (-97.732985 30.315328),cutlery,green
restaurant,Food Services,Fresh Donuts,POINT (-97.7444952 30.157355),cutlery,green
cafe,Food Services,Starbucks,POINT (-97.7540185 30.2699007),coffee,green
bar,Food Services,The Butterfly Bar @ The VORTEX,POINT (-97.7174136218503 30.28372299080582),beer,green
place_of_worship,Community Services,Congregational Church of Austin,POINT (-97.7424010640892 30.286691875214856),institution,orange
restaurant,Food Services,Troy,POINT (-97.7564204 30.3717722),cutlery,green
restaurant,Food Services,Green Mesquite BBQ,POINT (-97.75919716562368 30.261484376170632),cutlery,green
bar,Food Services,Shakespeare's,POINT (-97.739796 30.2673492),beer,green
restaurant,Food Services,1914 Poke Bowl,POINT (-97.7424442700109 30.282638109323607),cutlery,green
restaurant,Food Services,Via 313,POINT (-97.74845848673448 30.270107643956173),cutlery,green
restaurant,Food Services,Wholly Cow Burger and Zen Market,POINT (-97.7839568 30.2429035),cutlery,green
place_of_worship,Community Services,North Austin Christian Church,POINT (-97.71009535237852 30.375388192416263),institution,orange
cafe,Food Services,Hey Cupcake,POINT (-97.74031751034296 30.331162394288036),coffee,green
cafe,Food Services,Square Peg Coffee,POINT (-97.7364325 30.2950159),coffee,green
theatre,Recreation,Comedy Mothership,POINT (-97.7396117 30.2673635),film,red
cafe,Food Services,Starbucks,POINT (-97.73789810000001 30.35987155),coffee,green
library,Community Services,Texas State Law Library,POINT (-97.741983 30.2762364),book,orange
place_of_worship,Community Services,St. James' Episcopal Church,POINT (-97.67322067740047 30.28231909374001),institution,orange
restaurant,Food Services,Hoboken Pie,POINT (-97.73678924024664 30.268213185905704),cutlery,green
restaurant,Food Services,Show Me Pizza,POINT (-97.76278046598954 30.236761434484016),cutlery,green
pub,Food Services,Lazarus Brewing Company,POINT (-97.71533891780035 30.308003455607604),beer,green
restaurant,Food Services,"Machetes, Quesadillas Gigantes",POINT (-97.6954113 30.3670015),cutlery,green
restaurant,Food Services,Honest Mary's,POINT (-97.7484716 30.3950774),cutlery,green
restaurant,Food Services,Rudy's Country Store & Bar-B-Q,POINT (-97.74697844547921 30.4141579348332),cutlery,green
restaurant,Food Services,Kismet Cafe,POINT (-97.7214724 30.2999354),cutlery,green
cafe,Food Services,Try Hard Coffee Roastere,POINT (-97.72875054452396 30.268804868041386),coffee,green
cafe,Food Services,The Buzz Mill,POINT (-97.72688113711017 30.241698207105962),coffee,green
place_of_worship,Community Services,Wells branch Church of Christ,POINT (-97.674889 30.4264109),institution,orange
restaurant,Food Services,PD Thai,POINT (-97.74038477036278 30.29986300137951),cutlery,green
restaurant,Food Services,Shoal Creek Saloon,POINT (-97.75231176174401 30.27427087432616),cutlery,green
restaurant,Food Services,IHOP,POINT (-97.78406721210325 30.16791073147179),cutlery,green
bar,Food Services,Kalimotxo,POINT (-97.7227918 30.2616236),beer,green
place_of_worship,Community Services,University Presbyterian Church,POINT (-97.74254503114871 30.285506777077885),institution,orange
restaurant,Food Services,Uchiko,POINT (-97.7398856 30.3107699),cutlery,green
bar,Food Services,Kalimotxo,POINT (-97.750177 30.2669004),beer,green
restaurant,Food Services,Romano's Macaroni Grill,POINT (-97.74758061660229 30.39454304934379),cutlery,green
restaurant,Food Services,Sweet Chive,POINT (-97.71566240700442 30.25381499192119),cutlery,green
restaurant,Food Services,Suerte,POINT (-97.7232519854135 30.262263653613147),cutlery,green
place_of_worship,Community Services,The Austin Stone Community Church - St John's Congregation,POINT (-97.7061788 30.334797),institution,orange
cafe,Food Services,Starbucks,POINT (-97.7411784 30.271876),coffee,green
restaurant,Food Services,China Family,POINT (-97.74254661076155 30.28264443235117),cutlery,green
place_of_worship,Community Services,Saint James Baptist Church,POINT (-97.6975811466865 30.28266263620523),institution,orange
restaurant,Food Services,Salvation Pizza,POINT (-97.7405995 30.3008048),cutlery,green
restaurant,Food Services,Pizza Hut,POINT (-97.69778982855489 30.27167620582125),cutlery,green
bar,Food Services,The Golden Goose,POINT (-97.7688789 30.2492382),beer,green
restaurant,Food Services,La Traila #6,POINT (-97.8410525 30.2234863),cutlery,green
cafe,Food Services,CoCo's Cafe,POINT (-97.74234529947832 30.282567538011886),coffee,green
restaurant,Food Services,Olive & June,POINT (-97.75112148404253 30.307189521717802),cutlery,green
place_of_worship,Community Services,Webberville Baptist Church,POINT (-97.68155458088589 30.27906520204697),institution,orange
restaurant,Food Services,Taco Mex,POINT (-97.7149412 30.2847133),cutlery,green
place_of_worship,Community Services,Bethany Christian Church,POINT (-97.69512391697579 30.277145209113186),institution,orange
bar,Food Services,Howard's Bar and Club,POINT (-97.75689331807234 30.27284970489238),beer,green
restaurant,Food Services,Thai Thani,POINT (-97.71967348842534 30.283836360588495),cutlery,green
restaurant,Food Services,Ranch 616,POINT (-97.74848790917851 30.270356472878014),cutlery,green
bar,Food Services,Upstairs Circus,POINT (-97.7458994 30.2649849),beer,green
restaurant,Food Services,Big Nonnas,POINT (-97.6577521 30.4008618),cutlery,green
bar,Food Services,La Perla,POINT (-97.7266664 30.2632337),beer,green
restaurant,Food Services,El Tacolote,POINT (-97.6960244 30.3641562),cutlery,green
place_of_worship,Community Services,Ebenezer Baptist Church,POINT (-97.73060664478177 30.268964162382147),institution,orange
restaurant,Food Services,Magnolia Cafe,POINT (-97.7519802 30.2444789),cutlery,green
theatre,Recreation,The Hideout Theater,POINT (-97.7422257 30.2685706),film,red
restaurant,Food Services,Pho Phi Restaurant,POINT (-97.6890262 30.4142742),cutlery,green
restaurant,Food Services,OneTaco Taquería @ Anderson Lane,POINT (-97.7358168 30.3596225),cutlery,green
bar,Food Services,Departure Lounge,POINT (-97.6662503 30.2020456),beer,green
place_of_worship,Community Services,Thien Hau Temple,POINT (-97.67967260181682 30.401843076786463),institution,orange
restaurant,Food Services,Turnstile,POINT (-97.72332227816742 30.384041150522698),cutlery,green
restaurant,Food Services,Balkan Cafe & Grill,POINT (-97.6842005 30.3880762),cutlery,green
place_of_worship,Community Services,Oak Hill Bible Church,POINT (-97.85462560325439 30.234790392001663),institution,orange
restaurant,Food Services,Jet's Pizza,POINT (-97.7833416 30.2423433),cutlery,green
restaurant,Food Services,Manna Korean Restaurant,POINT (-97.72097594195561 30.336459417870756),cutlery,green
cafe,Food Services,FireBowlCafe,POINT (-97.7493734 30.3952181),coffee,green
pub,Food Services,Tweedy's Bar,POINT (-97.7417466642705 30.295526211797167),beer,green
restaurant,Food Services,Provision,POINT (-97.73921536802607 30.400081485821136),cutlery,green
restaurant,Food Services,Mangia Pizza,POINT (-97.7585108 30.370621),cutlery,green
restaurant,Food Services,Hat Creek Burger Company,POINT (-97.7233768 30.4000202),cutlery,green
restaurant,Food Services,Red Lobster,POINT (-97.78958311884006 30.237615304273692),cutlery,green
bar,Food Services,Canary Roost Karaoke Bar,POINT (-97.7039615 30.4004847),beer,green
bar,Food Services,Recess Arcade Bar,POINT (-97.7405829 30.2675688),beer,green
pub,Food Services,The Chicago House,POINT (-97.7389772 30.2676594),beer,green
restaurant,Food Services,1417 French Bistro,POINT (-97.75455525707888 30.25009131754368),cutlery,green
place_of_worship,Community Services,Betania Baptist Church,POINT (-97.70130959829768 30.266659111064193),institution,orange
place_of_worship,Community Services,Abiding Love Lutheran Church,POINT (-97.84583953633256 30.217752117374594),institution,orange
place_of_worship,Community Services,Mount Calvary Missionary Baptist Church,POINT (-97.71643827738397 30.270851656034907),institution,orange
restaurant,Food Services,China Dynasty,POINT (-97.8270589 30.1748731),cutlery,green
restaurant,Food Services,Soto,POINT (-97.7620108 30.2556008),cutlery,green
restaurant,Food Services,Carpenters Hall,POINT (-97.75879449767544 30.262257888147804),cutlery,green
restaurant,Food Services,Bamboo House Austin,POINT (-97.7185456 30.3389567),cutlery,green
theatre,Recreation,McCullough Theatre,POINT (-97.7307385 30.2866607),film,red
place_of_worship,Community Services,Episcopal Diocese of Austin,POINT (-97.73278219109149 30.292530067813175),institution,orange
restaurant,Food Services,Swad Indian Vegetarian Restaurant,POINT (-97.6770102 30.4962192),cutlery,green
bar,Food Services,Cookbook Bar & Café,POINT (-97.7513487 30.2660797),beer,green
bar,Food Services,Last Straw,POINT (-97.721465 30.2616262),beer,green
bar,Food Services,Basecamp,POINT (-97.7439557 30.2675086),beer,green
place_of_worship,Community Services,new foundation christian church,POINT (-97.8047942 30.2069176),institution,orange
bar,Food Services,Lucky Lounge,POINT (-97.7453298 30.2674644),beer,green
restaurant,Food Services,Tucci's Southside Subs,POINT (-97.87728 30.2341132),cutlery,green
restaurant,Food Services,AB Liquor #2,POINT (-97.7256708 30.3532415),cutlery,green
restaurant,Food Services,Taqueria Kim Karina,POINT (-97.7266668 30.2631568),cutlery,green
cafe,Food Services,Summer Moon Coffee Bar,POINT (-97.7202436 30.394281),coffee,green
bar,Food Services,The Upside,POINT (-97.7305481 30.2646538),beer,green
restaurant,Food Services,Mezze Cafe,POINT (-97.7581999 30.2416821),cutlery,green
cafe,Food Services,The Hideout Coffee House,POINT (-97.7421655607358 30.268555011599513),coffee,green
restaurant,Food Services,La Catedral del Marisco #3,POINT (-97.75351650863038 30.21508425790438),cutlery,green
restaurant,Food Services,Wee's Cozy Kitchen,POINT (-97.7423352 30.2683825),cutlery,green
cinema,Recreation,Arbor Cinema @ Great Hills,POINT (-97.74882798017838 30.395831542236635),film,red
bar,Food Services,Powder Room,POINT (-97.7457978 30.2676872),beer,green
restaurant,Food Services,Phở Tháisơn,POINT (-97.7423513895565 30.282497106592306),cutlery,green
restaurant,Food Services,Bikinis Sports Bar & Grill,POINT (-97.7406574 30.2675896),cutlery,green
bar,Food Services,Rusty Cannon Pub,POINT (-97.7824407 30.2099138),beer,green
bar,Food Services,Highland Lounge,POINT (-97.7448469 30.2669654),beer,green
cafe,Food Services,San Francisco Bakery & Cafe,POINT (-97.7356985 30.3595801),coffee,green
pub,Food Services,The Saxon Pub,POINT (-97.666366 30.2020588),beer,green
restaurant,Food Services,Este,POINT (-97.7195394 30.2839954),cutlery,green
restaurant,Food Services,Manny's,POINT (-97.7457896 30.2677115),cutlery,green
place_of_worship,Community Services,Westminster Presbyterian Church,POINT (-97.76372758605216 30.308509003589094),institution,orange
restaurant,Food Services,Dai Due,POINT (-97.7167839 30.2848698),cutlery,green
restaurant,Food Services,Sixth and Waller,POINT (-97.7306495 30.2646369),cutlery,green
place_of_worship,Community Services,Palri Pema Od Ling Buddhist Temple,POINT (-97.72340554516175 30.30619292001198),institution,orange
restaurant,Food Services,Stubb's,POINT (-97.7593133 30.2733072),cutlery,green
cafe,Food Services,Cafe Java,POINT (-97.7041809 30.4001004),coffee,green
bar,Food Services,Cabana Club,POINT (-97.69780265451791 30.254332351043125),beer,green
bar,Food Services,Lefty's Brick Bar,POINT (-97.7230679 30.2617222),beer,green
place_of_worship,Community Services,Saint Elias Antiochan Orthodox Church - Downtown Campus,POINT (-97.73664215086266 30.271876714829702),institution,orange
restaurant,Food Services,Mour Cafe,POINT (-97.7283854 30.2437089),cutlery,green
place_of_worship,Community Services,Redeemer Lutheran Church,POINT (-97.7203045300736 30.3523098246656),institution,orange
restaurant,Food Services,Iron Cactus,POINT (-97.7394843 30.2672622),cutlery,green
restaurant,Food Services,Dotty's Cafe,POINT (-97.7202082 30.335278),cutlery,green
restaurant,Food Services,The Original Pancake House,POINT (-97.689309 30.4143938),cutlery,green
